Theoretical Total Time,39.396281242370605
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,39.396281242370605,39.396281242370605
 , ,P2,1.575851249694824,25.213619995117185,23.637768745422363
 , ,P3,3.151702499389648,15.758512496948242,12.606809997558592
 , ,P4,4.727553749084472,9.455107498168944,4.727553749084472
Real Total Time,41.595760107040405
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,41.595760107040405,41.595760107040405
 , ,P2,1.559053897857666,26.602760314941406,25.04370641708374
 , ,P3,3.2061126232147217,16.88032603263855,13.674213409423828
 , ,P4,4.825843572616577,9.824467182159424,4.998623609542847
Error (Real-Theoretical) Total Time,2.1994788646698
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,24958.40423989296,2.1994788646698
 , ,P2,998.4409461021423,15973.397239685059,1.405937671661377
 , ,P3,1996.7938873767853,9983.119673967361,1.0674034118652358
 , ,P4,2995.1741564273834,5990.175532817841,0.27106986045837456
